wdid,name,wdLabel,gender,dob,dobPrecision,source,sourceDate,pid,position,psid
Q16020954,Monsieur Alioune SARR,Alioune Sarr,male,1955-08-01,10,https://sec.gouv.sn/institutions/le-gouvernement,2021-12-05,Q109927596,Ministre du Tourisme et des Transports aériens,Q16020954-9C5B02DB-C179-4D42-9AAD-0B542D18F7A2
Q17320405,Mahammed Dionne,Mahammed Dionne,male,1959-09-22,11,,,Q530785,Premier ministre du Sénégal,Q17320405-393b8b82-42b1-2247-6699-ab4793d5a671
Q17351641,Monsieur Oumar GUEYE,Oumar Guèye,male,,,https://sec.gouv.sn/institutions/le-gouvernement,2021-12-05,Q109927602,"Ministre des Collectivités territoriales, du Développement et de l’Aménagement des Territoires, Porte-Parole du Gouvernement",Q17351641-11CE681B-8089-4B9E-A3B9-C95FB3C5DBA5
Q19895564,Monsieur Sidiki KABA,Sidiki Kaba,male,1950-08-21,11,https://sec.gouv.sn/institutions/le-gouvernement,2021-12-05,Q109927221,Ministre des Forces armées,Q19895564-81D1877E-3377-434B-B1D7-B2DBCA6D7A22
Q2821369,Monsieur Abdoulaye DIOP,Abdoulaye Diop,male,1952-09-10,11,https://sec.gouv.sn/institutions/le-gouvernement,2021-12-05,Q109927870,Ministre de la Culture et de la Communication,Q2821369-903BCC03-5F3D-43D0-AEC3-AA93B58F5A20
Q2821389,Monsieur Abdoulaye Saydou SOW,Abdoulaye Sow,male,1977-07-07,11,https://sec.gouv.sn/institutions/le-gouvernement,2021-12-05,Q109927840,"Ministre de l’Urbanisme, du Logement et de l’Hygiène publique",Q2821389-A959F228-47F2-43E5-AB88-3CBD1051904F
Q32857369,Monsieur Mansour FAYE,Mansour Faye,male,1965-05-16,11,https://sec.gouv.sn/institutions/le-gouvernement,2021-12-05,Q109927497,"Ministre des Infrastructures, des Transports terrestres et du Désenclavement",Q32857369-C7ED35C4-550F-45A9-BE4C-7756DA0BCE37
Q3291195,Madame Mariama SARR,Mariama Sarr,female,1963-03-04,11,https://sec.gouv.sn/institutions/le-gouvernement,2021-12-05,Q109927549,Ministre de la Fonction publique et du Renouveau du Service public,Q3291195-452999F9-D93E-43EB-A7BB-88B923EC4F95
Q3479801,Monsieur Serigne MBAYE THIAM,Serigne Mbaye Thiam,male,1957-12-28,11,https://sec.gouv.sn/institutions/le-gouvernement,2021-12-05,Q109927590,Ministre de l’Eau et de l’Assainissement,Q3479801-9B400795-2F71-49F3-9C6A-D58D2C0E366C
Q59209748,Monsieur Abdoulaye DIOUF SARR,Abdoulaye Diouf Sarr,male,1950-01-01,7,https://sec.gouv.sn/institutions/le-gouvernement,2021-12-05,Q98731063,Ministre de la Santé et de l’Action sociale,Q59209748-B14391E1-6575-4334-ABFF-10B53D04A80E
Q88347417,Madame Zahra Iyane THIAM,Zahra Iyane Thiam,female,,,https://sec.gouv.sn/institutions/le-gouvernement,2021-12-05,Q109927893,Ministre de la Microfinance et de l’Economie sociale et Solidaire,Q88347417-CFAAE239-95CF-42E6-9DD9-B0167EC89D2F
Q98730700,Monsieur Abdoulaye Daouda DIALLO,Abdoulaye Daouda Diallo,male,1970-01-01,7,https://sec.gouv.sn/institutions/le-gouvernement,2021-12-05,Q109927232,Ministre des Finances et du Budget,Q98730700-E91B5B70-C475-4F9B-ABC2-8316B4CC617A
